overall_rank,player_id,player_name,position,team_name,goals,assists,rating,performance_score,impact_score,cluster,cluster_name
143,1523327,Farès Ghedjemis,Right Winger,Frosinone,16.0,3.0,6.0765957446808505,8.438297872340424,30.9,0,Elite / Top Performers
144,1197347,Nicolas Jackson,Striker,Chelsea,16.0,7.0,4.450793650793651,8.425396825396826,30.85,0,Elite / Top Performers
145,749736,Kai Havertz,Striker,Arsenal,13.0,7.0,6.110256410256412,8.355128205128207,30.59,0,Elite / Top Performers
146,460632,Joshua Kimmich,Defensive Midfielder,Bayern München,4.0,17.0,7.386567164179105,8.293283582089554,30.37,0,Elite / Top Performers
147,1076668,Iqraam Rayners,Striker,Mamelodi Sundowns FC,16.0,3.0,5.743478260869565,8.271739130434781,30.29,0,Elite / Top Performers
148,1421270,Kevin Rodríguez,Striker,Union St.Gilloise,14.0,5.0,6.125925925925926,8.262962962962963,30.25,3,Goal-Oriented Players
149,654096,Declan Rice,Defensive Midfielder,Arsenal,8.0,12.0,6.897142857142857,8.248571428571429,30.2,0,Elite / Top Performers
149,1021586,Gabriel Martinelli,Left Winger,Arsenal,14.0,7.0,5.295714285714286,8.247857142857143,30.2,0,Elite / Top Performers
151,688295,Christian Pulisic,Striker,Milan,11.0,8.0,6.591836734693879,8.19591836734694,30.01,0,Elite / Top Performers
152,863869,Nicolas Raskin,Defensive Midfielder,Rangers,9.0,11.0,6.586567164179105,8.193283582089553,30.0,0,Elite / Top Performers
152,1047667,Maximilian Beier,Attacking Midfielder,Borussia Dortmund,12.0,7.0,6.385964912280701,8.192982456140351,30.0,0,Elite / Top Performers
154,852071,Juan Hernández,Striker,Real Betis,15.0,4.0,5.776363636363637,8.18818181818182,29.98,0,Elite / Top Performers
155,425711,Gabriel Ávalos,Striker,Independiente,13.0,7.0,5.706521739130435,8.153260869565218,29.85,3,Goal-Oriented Players
156,1265626,Abdul Fatawu,Right Winger,Leicester City,11.0,7.0,6.854545454545454,8.127272727272727,29.76,0,Elite / Top Performers
157,726956,Cedric Itten,Striker,Werder Bremen,16.0,3.0,5.428888888888889,8.114444444444445,29.71,3,Goal-Oriented Players
158,1180784,Jearl Margaritha,Left Winger,SK Beveren,7.0,14.0,6.4234042553191495,8.111702127659575,29.7,0,Elite / Top Performers
159,1024928,Khalid Al Ghannam,Left Winger,Al-Ettifaq,13.0,6.0,5.988095238095239,8.094047619047618,29.64,2,Creative / Attacking Players
159,791682,Lukás Provod,Attacking Midfielder,Slavia Prague,8.0,12.0,6.588000000000002,8.094000000000001,29.64,0,Elite / Top Performers
161,848352,Callum McCowatt,Attacking Midfielder,Silkeborg,12.0,5.0,6.925,8.0625,29.52,0,Elite / Top Performers
162,1436730,Keisuke Goto,Striker,Freiburg,12.0,8.0,5.718,8.059,29.51,0,Elite / Top Performers
163,770881,Achraf Hakimi,Right Back,Paris Saint-Germain,4.0,17.0,6.8283018867924525,8.014150943396228,29.34,0,Elite / Top Performers
164,574645,Mikel Merino,Central Midfielder,Arsenal,15.0,3.0,5.812068965517242,8.00603448275862,29.31,3,Goal-Oriented Players
165,1684401,Kerim Alajbegovic,Left Winger,Bayer Leverkusen,13.0,6.0,5.786666666666666,7.993333333333333,29.27,0,Elite / Top Performers
166,1471333,Relebohile Mofokeng,Attacking Midfielder,Union St.Gilloise,11.0,8.0,6.152083333333334,7.976041666666667,29.2,2,Creative / Attacking Players
167,1305618,Maghnes Akliouche,Right Winger,Monaco,9.0,12.0,5.729230769230769,7.964615384615385,29.16,0,Elite / Top Performers
168,813055,Mousa Tamari,Left Midfielder,Rennes,8.0,12.0,6.323404255319147,7.961702127659574,29.15,0,Elite / Top Performers
169,1053736,Elijah Just,Attacking Midfielder,Motherwell,11.0,7.0,6.506,7.953,29.12,2,Creative / Attacking Players
170,863098,Matheus Cunha,Striker,Manchester United,13.0,3.0,6.788461538461538,7.894230769230768,28.9,0,Elite / Top Performers
171,659272,Julian Ryerson,Right Wing-Back,Borussia Dortmund,0.0,23.0,6.52063492063492,7.860317460317461,28.78,0,Elite / Top Performers
172,557677,Nikola Vlasic,Attacking Midfielder,Torino,12.0,5.0,6.50925925925926,7.854629629629629,28.76,2,Creative / Attacking Players
173,324578,Rodrigo De Paul,Central Midfielder,Inter Miami CF,6.0,12.0,7.28103448275862,7.84051724137931,28.71,0,Elite / Top Performers
174,208494,Casemiro,Defensive Midfielder,,12.0,4.0,6.861111111111111,7.830555555555555,28.67,3,Goal-Oriented Players
175,988749,Soufiane Rahimi,Striker,Al-Ain,13.0,7.0,5.053846153846153,7.826923076923077,28.66,0,Elite / Top Performers
175,303824,Memphis Depay,Striker,Corinthians,12.0,5.0,6.454166666666667,7.827083333333332,28.66,0,Elite / Top Performers
177,776184,Brandon Thomas-Asante,Left Winger,Coventry City,13.0,5.0,5.834090909090909,7.817045454545454,28.62,0,Elite / Top Performers
178,1359536,Ali Ahmed,Left Winger,Norwich City,8.0,10.0,6.8040816326530615,7.802040816326531,28.57,0,Elite / Top Performers
179,526827,Konrad Laimer,Right Back,Bayern München,5.0,14.0,6.9630769230769225,7.781538461538462,28.49,0,Elite / Top Performers
180,1023030,Jhon Arias,Left Winger,Palmeiras,13.0,3.0,6.555223880597015,7.777611940298508,28.48,2,Creative / Attacking Players
181,1287871,Zakaria El Ouahdi,Right Back,Genk,12.0,5.0,6.330909090909092,7.765454545454546,28.43,2,Creative / Attacking Players
182,818975,Eberechi Eze,Attacking Midfielder,Arsenal,12.0,6.0,5.914285714285716,7.757142857142857,28.4,0,Elite / Top Performers
183,604044,Junya Ito,Left Winger,Genk,9.0,8.0,6.848979591836734,7.724489795918366,28.28,2,Creative / Attacking Players
184,209405,Virgil van Dijk,Center Back,Liverpool,11.0,4.0,7.191428571428571,7.695714285714286,28.18,3,Goal-Oriented Players
185,1033279,Isidro Pitta,Striker,Red Bull Bragantino,12.0,6.0,5.783673469387755,7.691836734693877,28.16,0,Elite / Top Performers
186,597976,Jesús Gallardo,Left Back,Toluca,10.0,6.0,6.9375,7.66875,28.08,0,Elite / Top Performers
187,1061249,Vitinha,Central Midfielder,Paris Saint-Germain,7.0,10.0,7.111764705882352,7.655882352941176,28.03,2,Creative / Attacking Players
188,1031656,Maxi Araújo,Left Back,Sporting CP,9.0,7.0,7.099999999999999,7.649999999999999,28.01,0,Elite / Top Performers
189,819972,Cherif Ndiaye,Striker,Samsunspor,16.0,3.0,4.48421052631579,7.6421052631578945,27.98,3,Goal-Oriented Players
190,1680173,Ayoube Amaimouni-Echghouyab,Right Winger,Eintracht Frankfurt,11.0,8.0,5.48,7.639999999999999,27.97,0,Elite / Top Performers
191,536455,Gonçalo Guedes,Left Winger,Real Sociedad,11.0,8.0,5.443137254901961,7.62156862745098,27.91,0,Elite / Top Performers
192,1083323,Pedri,Defensive Midfielder,Barcelona,5.0,12.0,7.369841269841269,7.5849206349206355,27.77,2,Creative / Attacking Players
193,950561,Darwin Núñez,Striker,Al Hilal,10.0,6.0,6.71875,7.559375,27.68,3,Goal-Oriented Players
194,574077,Ismael Díaz,Left Winger,Leon,11.0,6.0,6.1090909090909085,7.554545454545454,27.66,0,Elite / Top Performers
195,965764,Iliman Ndiaye,Right Winger,Everton,10.0,7.0,6.292857142857144,7.546428571428573,27.63,0,Elite / Top Performers
196,848266,Weston McKennie,Right Wing-Back,Juventus,10.0,6.0,6.6390625000000005,7.519531250000001,27.53,3,Goal-Oriented Players
197,1670377,Gilberto Mora,Central Midfielder,Tijuana,12.0,3.0,6.623684210526315,7.511842105263158,27.5,2,Creative / Attacking Players
198,1320444,Álex Arce,Striker,Independiente Rivadavia,16.0,1.0,5.004545454545455,7.502272727272728,27.47,3,Goal-Oriented Players
199,465960,Youri Tielemans,Defensive Midfielder,Manchester United,7.0,10.0,6.792592592592592,7.496296296296296,27.45,0,Elite / Top Performers
200,1426403,Mostafa Ziko,Left Winger,Pyramids FC,13.0,5.0,5.180851063829787,7.490425531914894,27.43,2,Creative / Attacking Players
201,1210929,Nadir Benbouali,Striker,Györi ETO,19.0,5.0,1.548888888888889,7.474444444444445,27.37,1,Low-Performance Players
202,1348329,Max Arfsten,Left Wing-Back,Columbus Crew,8.0,9.0,6.522448979591836,7.461224489795918,27.32,0,Elite / Top Performers
203,1316930,Jordan Bos,Left Back,Feyenoord,7.0,10.0,6.68627450980392,7.44313725490196,27.25,0,Elite / Top Performers
204,1342757,João Neves,Central Midfielder,Paris Saint-Germain,11.0,4.0,6.674074074074074,7.437037037037037,27.23,2,Creative / Attacking Players
205,728365,Alexis Vega,Left Winger,Toluca,5.0,14.0,6.267391304347825,7.433695652173913,27.22,0,Elite / Top Performers
206,831489,Alexis Mac Allister,Defensive Midfielder,Liverpool,8.0,8.0,6.832857142857143,7.416428571428572,27.16,2,Creative / Attacking Players
207,1367924,Can Uzun,Attacking Midfielder,Eintracht Frankfurt,11.0,6.0,5.828205128205129,7.414102564102564,27.15,0,Elite / Top Performers
208,582499,Kieran Tierney,Left Back,Celtic,7.0,12.0,5.797014925373135,7.398507462686569,27.09,0,Elite / Top Performers
209,1186770,Parfait Guiagon,Left Winger,Sporting Charleroi,12.0,6.0,5.1269230769230765,7.363461538461538,26.96,2,Creative / Attacking Players
210,1354561,Diego Gómez,Attacking Midfielder,Brighton & Hove Albion,12.0,2.0,6.717307692307693,7.358653846153846,26.94,2,Creative / Attacking Players
211,750027,Brahim Díaz,Right Winger,Real Madrid,8.0,11.0,5.478571428571428,7.339285714285714,26.87,2,Creative / Attacking Players
212,534670,Martin Ødegaard,Central Midfielder,Arsenal,5.0,13.0,6.463461538461539,7.33173076923077,26.84,0,Elite / Top Performers
213,198316,Michael Gregoritsch,Striker,Augsburg,12.0,5.0,5.457446808510638,7.328723404255319,26.83,3,Goal-Oriented Players
214,196311,Vladimír Darida,Central Midfielder,Hradec Kralove,11.0,4.0,6.439024390243903,7.319512195121951,26.8,2,Creative / Attacking Players
215,446266,Mario Pasalic,Defensive Midfielder,Atalanta,11.0,6.0,5.631428571428572,7.315714285714286,26.79,3,Goal-Oriented Players
216,1070052,Amad Diallo,Right Winger,Manchester United,10.0,6.0,6.163636363636364,7.281818181818182,26.66,2,Creative / Attacking Players
217,530635,Patrick Berg,Central Midfielder,Bodø/Glimt,5.0,12.0,6.741935483870969,7.270967741935484,26.62,0,Elite / Top Performers
218,183500,Leandro Bacuna,Central Midfielder,Igdir FK,10.0,5.0,6.501999999999999,7.250999999999999,26.55,3,Goal-Oriented Players
219,821100,Jørgen Strand Larsen,Striker,Crystal Palace,13.0,3.0,5.498484848484848,7.249242424242423,26.54,3,Goal-Oriented Players
220,1252913,Damián Bobadilla,Defensive Midfielder,Sao Paulo,8.0,8.0,6.488405797101449,7.244202898550725,26.52,0,Elite / Top Performers
220,1174630,Richard Ríos,Defensive Midfielder,Benfica,8.0,7.0,6.886885245901639,7.24344262295082,26.52,2,Creative / Attacking Players
222,1132960,Ramón Sosa,Left Winger,Palmeiras,11.0,6.0,5.44,7.22,26.44,2,Creative / Attacking Players
223,1248482,Antonio Nusa,Left Winger,RB Leipzig,9.0,6.0,6.637735849056604,7.218867924528301,26.43,2,Creative / Attacking Players
224,921341,Alexis Saelemaekers,Right Midfielder,Milan,5.0,12.0,6.632203389830509,7.216101694915254,26.42,0,Elite / Top Performers
225,207617,Juan Fernando Quintero,Attacking Midfielder,River Plate,6.0,11.0,6.396428571428571,7.198214285714285,26.36,2,Creative / Attacking Players
226,941213,Crysencio Summerville,Left Winger,West Ham United,9.0,5.0,6.967499999999999,7.18375,26.3,2,Creative / Attacking Players
227,1300526,Nico O'Reilly,Left Back,Manchester City,9.0,6.0,6.489999999999999,7.145,26.16,3,Goal-Oriented Players
228,215151,Marcel Sabitzer,Defensive Midfielder,Borussia Dortmund,8.0,8.0,6.26,7.129999999999999,26.11,2,Creative / Attacking Players
229,1213430,Elye Wahi,Striker,Eintracht Frankfurt,12.0,5.0,5.058333333333334,7.129166666666666,26.1,0,Elite / Top Performers
230,1184468,Thelo Aasgaard,Attacking Midfielder,Rangers,11.0,6.0,5.245312500000001,7.12265625,26.08,3,Goal-Oriented Players
231,1289611,Tshepang Moremi,Left Winger,Orlando Pirates,10.0,7.0,5.430769230769229,7.115384615384615,26.05,2,Creative / Attacking Players
231,15403,Edin Dzeko,Striker,,13.0,3.0,5.230188679245283,7.115094339622642,26.05,3,Goal-Oriented Players
233,844226,Firas Al-Buraikan,Striker,Al Ahli,13.0,1.0,6.000000000000001,7.1000000000000005,26.0,2,Creative / Attacking Players
234,749488,Romano Schmid,Attacking Midfielder,Werder Bremen,6.0,9.0,6.971428571428572,7.085714285714285,25.94,2,Creative / Attacking Players
235,164684,James Rodríguez,Attacking Midfielder,Minnesota United,5.0,11.0,6.758536585365854,7.079268292682927,25.92,0,Elite / Top Performers
236,868344,Tijjani Reijnders,Attacking Midfielder,Manchester City,9.0,8.0,5.535714285714286,7.067857142857143,25.88,0,Elite / Top Performers
237,1287010,Nilson Angulo,Left Winger,Sunderland,10.0,5.0,6.113207547169812,7.056603773584905,25.84,2,Creative / Attacking Players
238,1032811,Federico Viñas,Striker,Leon,10.0,4.0,6.511111111111111,7.055555555555555,25.83,3,Goal-Oriented Players
239,1226147,Giuliano Simeone,Right Midfielder,Atletico Madrid,8.0,8.0,6.104285714285715,7.052142857142858,25.82,2,Creative / Attacking Players
240,915797,Noah Okafor,Left Winger,Leeds United,12.0,4.0,5.295918367346939,7.047959183673469,25.81,3,Goal-Oriented Players
241,532766,Zizo,Right Winger,Al Ahly SC,6.0,13.0,5.277083333333334,7.038541666666667,25.77,0,Elite / Top Performers
242,1158945,Nuno Mendes,Left Back,Paris Saint-Germain,7.0,8.0,6.583050847457628,6.991525423728813,25.6,0,Elite / Top Performers
243,940333,José Luis Rodríguez,Left Winger,FC Juarez,5.0,11.0,6.57090909090909,6.985454545454545,25.58,0,Elite / Top Performers
244,1404414,Azarías Londoño,Right Winger,Universidad Catolica,7.0,10.0,5.726666666666668,6.963333333333334,25.5,3,Goal-Oriented Players
245,1230848,Bamba Dieng,Striker,Lorient,15.0,1.0,4.525,6.9625,25.49,2,Creative / Attacking Players
246,629805,Ritsu Doan,Right Winger,Eintracht Frankfurt,8.0,6.0,6.692592592592592,6.946296296296296,25.43,2,Creative / Attacking Players
247,599353,Ché Adams,Striker,Torino,12.0,2.0,5.886792452830187,6.943396226415094,25.42,2,Creative / Attacking Players
248,860752,Rubén Vargas,Left Winger,Sevilla,6.0,10.0,6.266666666666667,6.933333333333334,25.39,2,Creative / Attacking Players
249,1302121,Brian Cipenga,Left Winger,Almeria,7.0,11.0,5.23404255319149,6.917021276595745,25.33,2,Creative / Attacking Players
250,724371,Theo Hernández,Left Back,Al Hilal,9.0,5.0,6.431746031746032,6.915873015873016,25.32,3,Goal-Oriented Players
251,940087,Gonçalo Ramos,Striker,Milan,14.0,2.0,4.6242857142857146,6.912142857142857,25.31,3,Goal-Oriented Players
252,163205,Gaël Kakuta,Striker,AE Larissa,11.0,5.0,5.220454545454546,6.910227272727273,25.3,2,Creative / Attacking Players
253,1073143,Azzedine Ounahi,Attacking Midfielder,Girona,9.0,4.0,6.811904761904761,6.90595238095238,25.29,2,Creative / Attacking Players
254,844544,Pape Gueye,Central Midfielder,Villarreal,11.0,3.0,5.99375,6.896875,25.25,3,Goal-Oriented Players
255,1441786,Sidny Lopes Cabral,Left Back,Trabzonspor,9.0,8.0,5.106976744186047,6.853488372093024,25.09,2,Creative / Attacking Players
256,1300385,Amar Memic,Right Wing-Back,Viktoria Plzen,4.0,12.0,6.491228070175439,6.84561403508772,25.07,2,Creative / Attacking Players
257,988769,Mojmír Chytil,Striker,Slavia Prague,14.0,2.0,4.43,6.815,24.95,3,Goal-Oriented Players
258,154280,Jordan Ayew,Striker,Leicester City,10.0,6.0,5.139344262295081,6.769672131147541,24.79,3,Goal-Oriented Players
259,956683,Ryan Gravenberch,Defensive Midfielder,Liverpool,6.0,8.0,6.704411764705883,6.752205882352941,24.72,3,Goal-Oriented Players
260,839204,Omar Marmoush,Striker,Manchester City,13.0,3.0,4.490625,6.745312499999999,24.7,2,Creative / Attacking Players
261,806669,David Raum,Left Back,RB Leipzig,4.0,11.0,6.684313725490195,6.742156862745098,24.69,2,Creative / Attacking Players
262,1406729,Endrick,Right Winger,Lyon,9.0,9.0,4.479166666666667,6.739583333333333,24.68,2,Creative / Attacking Players
263,1327214,Nestory Irankunda,Striker,Watford,9.0,4.0,6.419298245614035,6.709649122807018,24.57,2,Creative / Attacking Players
264,844425,Marc Guéhi,Center Back,Manchester City,6.0,7.0,6.971428571428571,6.685714285714285,24.48,3,Goal-Oriented Players
265,1015128,Elias Achouri,Left Midfielder,FC København,7.0,7.0,6.364000000000001,6.682,24.47,2,Creative / Attacking Players
266,980311,Gonzalo Plata,Right Winger,Flamengo,6.0,9.0,6.162857142857142,6.681428571428571,24.46,2,Creative / Attacking Players
267,1116042,Fiston Mayele,Striker,Pyramids FC,12.0,3.0,4.951785714285714,6.675892857142857,24.44,3,Goal-Oriented Players
268,1624586,Bazoumana Touré,Left Winger,Newcastle United,7.0,10.0,5.122641509433962,6.661320754716981,24.39,0,Elite / Top Performers
269,1457626,Ibrahim Maza,Attacking Midfielder,Bayer Leverkusen,7.0,7.0,6.319402985074627,6.659701492537314,24.38,2,Creative / Attacking Players
270,845336,Firas Chaouat,Striker,Club Africain,18.0,1.0,2.063636363636364,6.631818181818182,24.28,1,Low-Performance Players
271,619824,Sultan Mandash,Right Winger,Al Hilal,10.0,6.0,4.835999999999999,6.617999999999999,24.23,2,Creative / Attacking Players
272,866373,Mohamed Kanno,Central Midfielder,Al Hilal,8.0,5.0,6.418749999999999,6.609375,24.2,3,Goal-Oriented Players
273,361757,João Cancelo,Left Back,Al Hilal,5.0,9.0,6.584782608695652,6.592391304347825,24.14,2,Creative / Attacking Players
273,1156141,Jamal Musiala,Attacking Midfielder,Bayern München,7.0,6.0,6.583870967741936,6.5919354838709685,24.14,2,Creative / Attacking Players
275,207236,Granit Xhaka,Defensive Midfielder,Sunderland,5.0,8.0,6.969811320754719,6.584905660377359,24.11,3,Goal-Oriented Players
276,859282,Daniel Muñoz,Right Wing-Back,Crystal Palace,8.0,4.0,6.755737704918033,6.577868852459017,24.08,2,Creative / Attacking Players
276,858198,Sasa Kalajdzic,Striker,Wolverhampton Wanderers,8.0,9.0,4.751162790697674,6.575581395348837,24.08,3,Goal-Oriented Players
278,926484,Mohanad Ali,Striker,Dibba Al Fujairah,12.0,1.0,5.513513513513513,6.556756756756756,24.01,3,Goal-Oriented Players
279,1199383,Ange-Yoan Bonny,Striker,Inter,8.0,7.0,5.48135593220339,6.540677966101695,23.95,3,Goal-Oriented Players
280,1272349,Elliot Stroud,Left Midfielder,Mjällby,10.0,2.0,6.258064516129033,6.529032258064516,23.91,3,Goal-Oriented Players
281,750033,George Hirst,Striker,Ipswich Town,11.0,3.0,5.237931034482758,6.518965517241378,23.87,3,Goal-Oriented Players
282,312159,Cecilio Waterman,Striker,Universidad de Concepcion,11.0,2.0,5.62,6.51,23.84,3,Goal-Oriented Players
283,365245,Edmílson Junior,Right Winger,Al-Duhail SC,7.0,6.0,6.404651162790699,6.5023255813953496,23.81,2,Creative / Attacking Players
284,195927,Enner Valencia,Striker,,11.0,1.0,5.972727272727273,6.486363636363636,23.75,2,Creative / Attacking Players
284,1444231,Matias Fernandez-Pardo,Striker,Lille,8.0,6.0,5.771698113207547,6.485849056603773,23.75,2,Creative / Attacking Players
286,544312,Cyle Larin,Striker,Southampton,12.0,2.0,4.9603773584905655,6.480188679245282,23.73,3,Goal-Oriented Players
287,1134467,Yuito Suzuki,Attacking Midfielder,Freiburg,9.0,5.0,5.557142857142858,6.478571428571429,23.72,2,Creative / Attacking Players
288,1353421,Andrés Gómez,Left Winger,Vasco da Gama,5.0,10.0,5.921538461538462,6.46076923076923,23.66,2,Creative / Attacking Players
289,1126058,Malik Tillman,Attacking Midfielder,Bayer Leverkusen,10.0,2.0,6.116981132075471,6.458490566037735,23.65,3,Goal-Oriented Players
290,1211610,Augustine Boakye,Right Winger,Saint-Etienne,5.0,9.0,6.187179487179487,6.393589743589744,23.41,2,Creative / Attacking Players
291,1338740,Tani Oluwaseyi,Striker,Villarreal,10.0,5.0,4.7714285714285705,6.385714285714285,23.38,3,Goal-Oriented Players
292,727837,Koki Ogawa,Striker,NEC Nijmegen,11.0,4.0,4.559615384615385,6.3798076923076925,23.36,2,Creative / Attacking Players
293,401095,Rodrigo Aguirre,Striker,Tigres,9.0,4.0,5.7566037735849065,6.378301886792452,23.35,3,Goal-Oriented Players
294,593118,Denzel Dumfries,Right Midfielder,Real Madrid,6.0,7.0,6.351162790697675,6.375581395348838,23.34,3,Goal-Oriented Players
295,1452385,Christopher Bonsu Baah,Left Midfielder,Al Qadsiah,3.0,13.0,5.7176470588235295,6.358823529411765,23.28,2,Creative / Attacking Players
295,310768,Fredrik Aursnes,Defensive Midfielder,Benfica,4.0,8.0,7.113793103448276,6.356896551724137,23.28,2,Creative / Attacking Players
297,776159,Ross Stewart,Striker,Southampton,11.0,3.0,4.897435897435898,6.348717948717949,23.25,3,Goal-Oriented Players
298,352879,Adrien Rabiot,Central Midfielder,Milan,7.0,5.0,6.484615384615385,6.342307692307692,23.22,3,Goal-Oriented Players
298,784834,Jorge Carrascal,Right Winger,Flamengo,5.0,10.0,5.681428571428571,6.340714285714285,23.22,2,Creative / Attacking Players
300,1185336,Francisco Conceição,Right Winger,Juventus,7.0,6.0,6.079365079365079,6.339682539682539,23.21,2,Creative / Attacking Players
300,1395704,Guéla Doué,Right Back,Strasbourg,4.0,9.0,6.68,6.34,23.21,3,Goal-Oriented Players
302,1272440,Valentín Barco,Defensive Midfielder,Strasbourg,5.0,9.0,6.036842105263158,6.318421052631579,23.13,2,Creative / Attacking Players
303,621946,Cristian Roldan,Defensive Midfielder,Seattle Sounders FC,3.0,10.0,6.812765957446807,6.306382978723404,23.09,2,Creative / Attacking Players
304,1137059,Evidence Makgopa,Striker,Orlando Pirates,9.0,5.0,5.159183673469388,6.279591836734694,22.99,3,Goal-Oriented Players
305,351999,Wout Weghorst,Striker,FC Twente,9.0,4.0,5.546808510638299,6.273404255319149,22.97,3,Goal-Oriented Players
306,1215064,Martin Baturina,Left Winger,Como,10.0,4.0,4.910526315789474,6.255263157894737,22.9,2,Creative / Attacking Players
307,1170238,Brian Gutiérrez,Central Midfielder,Chivas,7.0,4.0,6.702173913043478,6.251086956521739,22.89,2,Creative / Attacking Players
307,1342754,Diego Moreira,Right Winger,Strasbourg,6.0,8.0,5.705263157894737,6.252631578947367,22.89,2,Creative / Attacking Players
309,1014688,Alexander Bernhardsson,Right Wing-Back,Holstein Kiel,4.0,9.0,6.479411764705882,6.239705882352941,22.85,3,Goal-Oriented Players
310,643682,Adalberto Carrasquilla,Central Midfielder,Pumas,5.0,7.0,6.650943396226415,6.225471698113208,22.79,2,Creative / Attacking Players
311,1241302,Gilson Benchimol,Striker,Akron Togliatti,13.0,0.0,4.64375,6.221875,22.78,2,Creative / Attacking Players
312,1418122,Jeremy Arévalo,Striker,VfB Stuttgart II,13.0,2.0,3.822727272727272,6.211363636363636,22.74,2,Creative / Attacking Players
313,1232560,Hyun-Jun Yang,Right Winger,Celtic,11.0,2.0,4.9967741935483865,6.198387096774193,22.7,2,Creative / Attacking Players
313,950824,Josip Stanisic,Right Back,Bayern München,3.0,9.0,7.0,6.2,22.7,3,Goal-Oriented Players
315,442277,Miguel Almirón,Left Winger,Atlanta United,5.0,6.0,6.96111111111111,6.180555555555555,22.63,2,Creative / Attacking Players
315,1345875,Farès Chaïbi,Defensive Midfielder,Eintracht Frankfurt,4.0,10.0,5.959016393442622,6.179508196721311,22.63,2,Creative / Attacking Players
317,1022649,Dan Ndoye,Right Winger,Nottingham Forest,9.0,4.0,5.348437499999999,6.174218749999999,22.61,3,Goal-Oriented Players
318,720737,Roberto Alvarado,Attacking Midfielder,Chivas,4.0,8.0,6.728846153846154,6.164423076923077,22.57,2,Creative / Attacking Players
319,643232,Kenji Gorré,Left Winger,Maccabi Haifa,6.0,7.0,5.886486486486485,6.143243243243242,22.49,2,Creative / Attacking Players
320,940446,Brian Brobbey,Striker,Sunderland,10.0,2.0,5.472340425531915,6.136170212765958,22.47,2,Creative / Attacking Players
321,1395447,Nathaniel Brown,Left Back,Bayern München,5.0,7.0,6.4490566037735855,6.124528301886793,22.42,2,Creative / Attacking Players
322,352358,Brandley Kuwas,Striker,FC Volendam,7.0,5.0,6.03720930232558,6.118604651162791,22.4,2,Creative / Attacking Players
323,237606,Leandro Paredes,Central Midfielder,Boca Juniors,4.0,7.0,7.028846153846154,6.114423076923077,22.39,2,Creative / Attacking Players
324,789066,Cristian Romero,Center Back,Tottenham Hotspur,7.0,3.0,6.824999999999999,6.112499999999999,22.38,3,Goal-Oriented Players
325,1553105,Víctor Muñoz,Left Winger,Liverpool,8.0,5.0,5.420408163265306,6.110204081632653,22.37,2,Creative / Attacking Players
326,979376,Emam Ashour,Attacking Midfielder,Al Ahly SC,4.0,8.0,6.611111111111111,6.105555555555556,22.36,2,Creative / Attacking Players
327,1202110,Nico Williams,Left Winger,Athletic Club,6.0,6.0,6.15,6.075,22.24,2,Creative / Attacking Players
328,505281,Saeid Ezatolahi,Defensive Midfielder,Shabab Al-Ahli Dubai FC,8.0,2.0,6.524390243902439,6.06219512195122,22.2,3,Goal-Oriented Players
329,1084981,Noni Madueke,Right Winger,Arsenal,9.0,3.0,5.503030303030304,6.051515151515151,22.16,2,Creative / Attacking Players
330,289441,Jürgen Locadia,Striker,Miami FC,7.0,3.0,6.7,6.050000000000001,22.15,3,Goal-Oriented Players
331,1026781,Gue-Sung Cho,Striker,FC Midtjylland,10.0,1.0,5.687272727272728,6.043636363636364,22.13,3,Goal-Oriented Players
332,1089691,Elliot Anderson,Defensive Midfielder,Manchester City,4.0,6.0,7.28,6.04,22.12,2,Creative / Attacking Players
333,307317,Vladimír Coufal,Right Back,Hoffenheim,2.0,10.0,6.873913043478261,6.03695652173913,22.1,2,Creative / Attacking Players
334,687008,Gonzalo Montiel,Right Back,River Plate,9.0,2.0,5.866666666666667,6.033333333333333,22.09,2,Creative / Attacking Players
335,1291391,Mahmoud Saber,Central Midfielder,Pyramids FC,8.0,7.0,4.428846153846154,6.014423076923077,22.02,2,Creative / Attacking Players
336,1603755,Gessime Yassine,Right Winger,Strasbourg,5.0,10.0,5.0245614035087725,6.012280701754387,22.01,2,Creative / Attacking Players
337,848361,Teboho Mokoena,Defensive Midfielder,Mamelodi Sundowns FC,8.0,2.0,6.4,6.0,21.97,2,Creative / Attacking Players
338,1489449,Joaquin Seys,Left Back,Club Brugge,5.0,8.0,5.784285714285715,5.992142857142857,21.94,2,Creative / Attacking Players
339,1346860,Esmir Bajraktarevic,Right Winger,PSV Eindhoven,8.0,5.0,5.159677419354838,5.979838709677419,21.9,2,Creative / Attacking Players
340,966019,Felix Nmecha,Defensive Midfielder,Borussia Dortmund,6.0,4.0,6.749090909090908,5.974545454545454,21.88,3,Goal-Oriented Players
341,622980,Kim Jin-Gyu,Attacking Midfielder,Jeonbuk Hyundai Motors FC,6.0,5.0,6.334,5.967,21.85,2,Creative / Attacking Players
342,1168311,Yasin Ayari,Defensive Midfielder,Brighton & Hove Albion,7.0,5.0,5.725999999999999,5.962999999999999,21.83,2,Creative / Attacking Players
343,523749,Jae-Sung Lee,Central Midfielder,Mainz 05,6.0,5.0,6.301960784313726,5.950980392156863,21.79,2,Creative / Attacking Players
344,1338361,Besfort Zeneli,Central Midfielder,Union St.Gilloise,4.0,9.0,5.880487804878049,5.940243902439025,21.75,3,Goal-Oriented Players
