overall_rank,player_id,player_name,position,team_name,goals,assists,rating,performance_score,impact_score,cluster,cluster_name
345,1059490,Mauricio,Attacking Midfielder,Palmeiras,5.0,8.0,5.612857142857143,5.906428571428572,21.63,2,Creative / Attacking Players
346,445873,Brandon Mechele,Center Back,Club Brugge,8.0,2.0,6.188571428571429,5.894285714285715,21.58,3,Goal-Oriented Players
347,1528815,Ermin Mahmic,Attacking Midfielder,Slovan Liberec,10.0,3.0,4.575,5.887499999999999,21.56,3,Goal-Oriented Players
348,861668,Dejan Ljubicic,Right Winger,Schalke 04,6.0,6.0,5.689130434782609,5.844565217391304,21.4,3,Goal-Oriented Players
349,277771,Thomas Meunier,Right Back,Sunderland,4.0,7.0,6.445098039215687,5.822549019607844,21.32,3,Goal-Oriented Players
349,1161211,Fabian Rieder,Attacking Midfielder,Augsburg,6.0,5.0,6.048076923076922,5.824038461538461,21.32,2,Creative / Attacking Players
349,940976,Kang-In Lee,Central Midfielder,Paris Saint-Germain,4.0,8.0,6.046551724137931,5.823275862068966,21.32,2,Creative / Attacking Players
352,1477417,Denil Castillo,Central Midfielder,FC Midtjylland,6.0,6.0,5.621666666666667,5.810833333333334,21.28,3,Goal-Oriented Players
353,892816,Sergiño Dest,Right Back,PSV Eindhoven,3.0,7.0,7.018,5.809,21.27,2,Creative / Attacking Players
354,641121,Shahriyar Moghanloo,Striker,Al Ittihad Kalba,8.0,2.0,5.993548387096775,5.796774193548387,21.22,3,Goal-Oriented Players
355,825593,Francis de Vries,Left Back,Auckland FC,1.0,10.0,6.984999999999999,5.7925,21.21,3,Goal-Oriented Players
356,1053963,Juan Sanabria,Left Back,Real Salt Lake,3.0,9.0,6.173809523809524,5.786904761904762,21.19,2,Creative / Attacking Players
357,1436305,Lamine Camara,Defensive Midfielder,Monaco,5.0,5.0,6.56923076923077,5.784615384615385,21.18,2,Creative / Attacking Players
358,881500,Lyle Foster,Striker,Burnley,6.0,6.0,5.478260869565218,5.739130434782608,21.01,2,Creative / Attacking Players
359,795179,Gabriel,Center Back,Arsenal,4.0,6.0,6.657575757575758,5.728787878787879,20.98,3,Goal-Oriented Players
360,1049799,Nathanaël Mbuku,Left Winger,Augsburg,6.0,5.0,5.85625,5.728125,20.97,2,Creative / Attacking Players
361,1031319,Amirhossein Hosseinzadeh,Striker,Tractor,14.0,2.0,2.2075,5.70375,20.88,1,Low-Performance Players
362,558539,Guillermo Martínez,Striker,Pumas,10.0,0.0,5.397619047619048,5.698809523809524,20.87,3,Goal-Oriented Players
363,600850,Alejandro Romero,Central Midfielder,Al-Ain,5.0,8.0,5.164102564102564,5.682051282051281,20.8,2,Creative / Attacking Players
364,1202885,Denis Visinsky,Left Winger,Viktoria Plzen,10.0,1.0,4.949999999999999,5.675,20.78,2,Creative / Attacking Players
365,638622,Frenkie de Jong,Defensive Midfielder,Barcelona,1.0,10.0,6.716666666666668,5.658333333333333,20.72,2,Creative / Attacking Players
366,559065,Ramy Bensebaini,Center Back,Borussia Dortmund,7.0,3.0,5.911111111111113,5.655555555555557,20.71,3,Goal-Oriented Players
367,785716,Jovane Cabral,Left Winger,Gremio,8.0,1.0,6.074285714285714,5.637142857142857,20.64,2,Creative / Attacking Players
367,604105,Iñaki Williams,Right Winger,Athletic Club,5.0,6.0,5.8740000000000006,5.6370000000000005,20.64,3,Goal-Oriented Players
369,941573,Pedro Porro,Right Back,Tottenham Hotspur,4.0,5.0,6.857971014492755,5.6289855072463775,20.61,2,Creative / Attacking Players
370,1242314,Lenny Joseph,Striker,Ferencvaros,12.0,3.0,2.851785714285714,5.625892857142857,20.6,1,Low-Performance Players
370,1220549,Tete Yengi,Striker,Machida Zelvia,9.0,1.0,5.45,5.625,20.6,3,Goal-Oriented Players
372,1047676,Yéremi Pino,Attacking Midfielder,Crystal Palace,6.0,5.0,5.6485714285714295,5.6242857142857146,20.59,2,Creative / Attacking Players
373,1288146,Stepán Chaloupek,Center Back,Slavia Prague,9.0,2.0,5.033333333333333,5.616666666666667,20.57,3,Goal-Oriented Players
374,1107280,Pape Sarr,Central Midfielder,Tottenham Hotspur,7.0,4.0,5.431746031746031,5.615873015873016,20.56,2,Creative / Attacking Players
375,1002058,Nico Schlotterbeck,Center Back,Borussia Dortmund,6.0,1.0,7.185416666666666,5.592708333333333,20.48,3,Goal-Oriented Players
375,707970,Djibril Sow,Central Midfielder,Sevilla,6.0,5.0,5.587272727272728,5.593636363636364,20.48,3,Goal-Oriented Players
377,1615927,Caleb Yirenkyi,Central Midfielder,Nordsjælland,4.0,6.0,6.382978723404256,5.591489361702128,20.47,3,Goal-Oriented Players
378,675762,Ajdin Hrustic,Central Midfielder,Heracles,4.0,7.0,5.954761904761905,5.5773809523809526,20.42,2,Creative / Attacking Players
379,316544,Irfan Kahveci,Right Winger,Fenerbahçe,7.0,4.0,5.317391304347826,5.558695652173912,20.35,2,Creative / Attacking Players
380,1130583,Samú,Defensive Midfielder,Mallorca,7.0,2.0,6.104255319148937,5.552127659574468,20.33,2,Creative / Attacking Players
381,488139,Bernardo Silva,Attacking Midfielder,Real Madrid,4.0,6.0,6.252857142857144,5.526428571428572,20.23,2,Creative / Attacking Players
382,1033111,Kaishu Sano,Central Midfielder,Mainz 05,3.0,6.0,6.81639344262295,5.508196721311475,20.17,2,Creative / Attacking Players
382,1685596,Rayan Elloumi,Striker,Vancouver Whitecaps,8.0,5.0,4.218367346938775,5.509183673469387,20.17,3,Goal-Oriented Players
384,1736527,Alexandro Maidana,Left Back,Talleres,7.0,1.0,6.381818181818182,5.490909090909091,20.1,2,Creative / Attacking Players
385,605654,Fabián Ruiz,Central Midfielder,Paris Saint-Germain,3.0,6.0,6.771111111111111,5.485555555555556,20.09,3,Goal-Oriented Players
386,690107,Alexander Isak,Striker,Liverpool,6.0,4.0,5.708333333333333,5.454166666666667,19.97,3,Goal-Oriented Players
387,201939,Cédric Bakambu,Striker,Real Betis,9.0,5.0,3.5016129032258063,5.450806451612903,19.96,2,Creative / Attacking Players
388,666857,Yoane Wissa,Striker,Newcastle United,8.0,3.0,4.879069767441861,5.439534883720929,19.92,2,Creative / Attacking Players
389,1074967,Ramiz Zerrouki,Defensive Midfielder,Feyenoord,3.0,7.0,6.248076923076923,5.424038461538462,19.86,2,Creative / Attacking Players
390,1055316,Anis Ben Slimane,Attacking Midfielder,Norwich City,5.0,6.0,5.44102564102564,5.42051282051282,19.85,3,Goal-Oriented Players
391,1097466,Micky van de Ven,Center Back,Tottenham Hotspur,7.0,1.0,6.237878787878787,5.418939393939394,19.84,3,Goal-Oriented Players
392,621515,Daichi Kamada,Defensive Midfielder,Crystal Palace,4.0,4.0,6.810000000000001,5.405,19.79,2,Creative / Attacking Players
392,566187,Ali Abdi,Left Back,Nice,6.0,3.0,6.01,5.404999999999999,19.79,2,Creative / Attacking Players
394,1028896,Ali Olwan,Striker,Al-Sailiya,9.0,0.0,5.4,5.4,19.77,3,Goal-Oriented Players
395,190851,Kenny McLean,Defensive Midfielder,Norwich City,4.0,5.0,6.393103448275863,5.396551724137932,19.76,2,Creative / Attacking Players
396,970563,Quinten Timber,Defensive Midfielder,Marseille,5.0,4.0,6.184615384615384,5.392307692307692,19.74,2,Creative / Attacking Players
397,841672,Nicolás González,Left Midfielder,Juventus,5.0,5.0,5.7714285714285705,5.385714285714285,19.72,2,Creative / Attacking Players
398,1034995,Ben Waine,Striker,Port Vale,9.0,1.0,4.964705882352941,5.38235294117647,19.71,2,Creative / Attacking Players
399,1288119,Ismaël Koné,Central Midfielder,Sassuolo,7.0,0.0,6.558000000000002,5.379000000000001,19.7,3,Goal-Oriented Players
400,688876,Dodi Lukébakio,Right Winger,Benfica,8.0,3.0,4.757777777777777,5.378888888888888,19.69,3,Goal-Oriented Players
401,602563,Marcos Llorente,Right Back,Atletico Madrid,4.0,6.0,5.95,5.375,19.68,2,Creative / Attacking Players
401,1057426,Armin Gigovic,Defensive Midfielder,Young Boys,5.0,6.0,5.347368421052632,5.373684210526316,19.68,3,Goal-Oriented Players
403,1071186,Angelo Stiller,Defensive Midfielder,VfB Stuttgart,2.0,8.0,6.346875000000001,5.3734375000000005,19.67,2,Creative / Attacking Players
404,887703,Wilson Isidor,Striker,Sunderland,9.0,1.0,4.927083333333333,5.363541666666666,19.64,2,Creative / Attacking Players
405,946703,Herman Johansson,Right Midfielder,FC Dallas,3.0,7.0,6.1083333333333325,5.354166666666666,19.6,3,Goal-Oriented Players
406,1543647,Mohammed Abu Al Shamat,Right Back,Al Qadsiah,2.0,8.0,6.255102040816326,5.327551020408164,19.51,2,Creative / Attacking Players
407,559986,Orbelín Pineda,Central Midfielder,Monterrey,5.0,5.0,5.630882352941176,5.315441176470588,19.46,2,Creative / Attacking Players
408,1075065,Braian Ojeda,Central Midfielder,Orlando City,5.0,4.0,6.014893617021275,5.307446808510638,19.43,2,Creative / Attacking Players
409,532220,Saman Ghoddos,Central Midfielder,Al Ittihad Kalba,5.0,4.0,6.008823529411765,5.304411764705882,19.42,2,Creative / Attacking Players
409,1382000,Petar Sucic,Central Midfielder,Inter,5.0,5.0,5.605714285714286,5.302857142857143,19.42,2,Creative / Attacking Players
411,1197250,Malo Gusto,Right Back,Chelsea,3.0,8.0,5.598571428571429,5.299285714285714,19.4,2,Creative / Attacking Players
412,274392,Gustavo Gómez,Center Back,Palmeiras,6.0,1.0,6.592857142857143,5.296428571428572,19.39,2,Creative / Attacking Players
413,1220633,Prince Adu,Striker,Viktoria Plzen,8.0,1.0,5.383333333333333,5.291666666666667,19.38,2,Creative / Attacking Players
414,873289,Marc Cucurella,Left Back,Real Madrid,2.0,7.0,6.570000000000001,5.285000000000001,19.35,2,Creative / Attacking Players
415,1108611,Pedro Vite,Central Midfielder,Pumas,4.0,3.0,6.958620689655171,5.279310344827586,19.33,2,Creative / Attacking Players
416,1050166,Anthony Elanga,Right Winger,Newcastle United,8.0,1.0,5.302857142857142,5.251428571428571,19.23,2,Creative / Attacking Players
417,169719,Chris Wood,Striker,Nottingham Forest,7.0,2.0,5.471428571428572,5.235714285714287,19.17,3,Goal-Oriented Players
418,1113785,Hannibal Mejbri,Attacking Midfielder,Burnley,2.0,10.0,5.242000000000001,5.221,19.12,2,Creative / Attacking Players
419,1199714,Marco Pasalic,Right Midfielder,Orlando City,6.0,3.0,5.640909090909091,5.220454545454546,19.11,2,Creative / Attacking Players
420,1026135,Tajon Buchanan,Right Midfielder,Villarreal,7.0,1.0,5.828125,5.2140625,19.09,3,Goal-Oriented Players
421,1611223,Kento Shiogai,Striker,Wolfsburg,10.0,1.0,4.023255813953489,5.211627906976745,19.08,1,Low-Performance Players
422,888966,César Blackman,Right Back,Slovan Bratislava,4.0,6.0,5.616666666666666,5.208333333333333,19.07,2,Creative / Attacking Players
423,1338696,Alex Freeman,Right Back,Villarreal,5.0,5.0,5.4,5.2,19.04,3,Goal-Oriented Players
424,31097,Luka Modric,Central Midfielder,Milan,3.0,5.0,6.589285714285714,5.194642857142857,19.02,2,Creative / Attacking Players
425,858340,Amir Al-Ammari,Central Midfielder,Cracovia,2.0,6.0,6.7727272727272725,5.1863636363636365,18.99,2,Creative / Attacking Players
426,1107251,Tae-Seok Lee,Left Wing-Back,Austria Wien,4.0,4.0,6.3644444444444455,5.182222222222222,18.97,2,Creative / Attacking Players
426,660213,Mohamed Hany,Right Back,Al Ahly SC,0.0,10.0,6.362264150943396,5.181132075471698,18.97,3,Goal-Oriented Players
428,304348,Rani Khedira,Defensive Midfielder,Union Berlin,6.0,1.0,6.341860465116278,5.170930232558139,18.93,3,Goal-Oriented Players
429,696932,Simon Banza,Striker,Al-Jazira,9.0,1.0,4.5285714285714285,5.164285714285714,18.91,3,Goal-Oriented Players
429,1216798,Nathan Saliba,Defensive Midfielder,Anderlecht,6.0,3.0,5.527868852459016,5.163934426229508,18.91,2,Creative / Attacking Players
431,1132818,Seol Young-Woo,Right Back,FK Crvena Zvezda,2.0,6.0,6.701639344262294,5.150819672131147,18.86,2,Creative / Attacking Players
432,1176214,Luiz Henrique,Right Winger,Zenit St. Petersburg,5.0,5.0,5.276,5.138,18.81,3,Goal-Oriented Players
433,1406300,Deniz Gül,Striker,FC Porto,9.0,1.0,4.407936507936508,5.103968253968254,18.69,3,Goal-Oriented Players
433,524437,Tomás Soucek,Defensive Midfielder,West Ham United,8.0,0.0,5.408928571428571,5.104464285714285,18.69,3,Goal-Oriented Players
435,343748,Leon Goretzka,Defensive Midfielder,,5.0,5.0,5.204285714285715,5.102142857142857,18.68,3,Goal-Oriented Players
436,461357,Alessandro Schöpf,Defensive Midfielder,Wolfsberger AC,5.0,5.0,5.170731707317073,5.085365853658537,18.62,2,Creative / Attacking Players
437,848289,Takefusa Kubo,Right Winger,Real Sociedad,3.0,7.0,5.564285714285714,5.082142857142857,18.61,2,Creative / Attacking Players
438,705450,Jules Koundé,Right Back,Barcelona,3.0,5.0,6.354285714285714,5.0771428571428565,18.59,2,Creative / Attacking Players
438,1209228,Daniel Svensson,Left Wing-Back,Borussia Dortmund,4.0,3.0,6.553968253968254,5.076984126984128,18.59,3,Goal-Oriented Players
440,921921,Kristian Thorstvedt,Central Midfielder,Sassuolo,4.0,4.0,6.15111111111111,5.075555555555555,18.58,3,Goal-Oriented Players
441,1151313,Lukás Cerv,Defensive Midfielder,Viktoria Plzen,4.0,4.0,6.13,5.065,18.55,2,Creative / Attacking Players
442,974618,Jan Paul van Hecke,Center Back,Tottenham Hotspur,4.0,3.0,6.529090909090908,5.064545454545455,18.54,3,Goal-Oriented Players
443,1137668,Moisés Caicedo,Defensive Midfielder,Chelsea,5.0,1.0,6.71076923076923,5.055384615384615,18.51,2,Creative / Attacking Players
444,1439121,Tyrese Noslin,Right Wing-Back,Barnsley,4.0,4.0,6.092156862745098,5.046078431372549,18.48,2,Creative / Attacking Players
445,1331597,Gustavo Puerta,Defensive Midfielder,Racing Santander,4.0,2.0,6.88888888888889,5.044444444444445,18.47,2,Creative / Attacking Players
446,1285866,Habib Diarra,Central Midfielder,Sunderland,6.0,3.0,5.276744186046511,5.038372093023256,18.45,2,Creative / Attacking Players
447,1073498,Patrick Wimmer,Left Winger,Hoffenheim,4.0,5.0,5.670731707317073,5.035365853658536,18.44,3,Goal-Oriented Players
448,210428,Kalidou Koulibaly,Center Back,Al Hilal,3.0,4.0,6.638095238095239,5.019047619047619,18.38,3,Goal-Oriented Players
449,1327149,Paul Wanner,Defensive Midfielder,PSV Eindhoven,5.0,5.0,5.031481481481482,5.015740740740741,18.36,2,Creative / Attacking Players
450,1401228,Nawaf Al-Boushail,Right Back,Al Nassr FC,0.0,9.0,6.408823529411765,5.004411764705883,18.32,2,Creative / Attacking Players
450,1553870,Mohammad Al Manai,Attacking Midfielder,Al-Shamal,5.0,2.0,6.209375,5.0046875,18.32,2,Creative / Attacking Players
452,1002617,Saud Abdulhamid,Right Wing-Back,Lens,3.0,7.0,5.3803921568627455,4.990196078431373,18.27,2,Creative / Attacking Players
453,172615,Ryan Mendes,Right Winger,Igdir FK,5.0,4.0,5.355102040816326,4.977551020408163,18.23,2,Creative / Attacking Players
454,857269,Gleison Bremer,Center Back,Juventus,5.0,3.0,5.750000000000001,4.975,18.22,3,Goal-Oriented Players
454,932308,Liam Millar,Left Winger,Hull City,3.0,5.0,6.151999999999999,4.975999999999999,18.22,3,Goal-Oriented Players
454,883759,David Doudera,Right Midfielder,Slavia Prague,2.0,8.0,5.551282051282052,4.975641025641027,18.22,2,Creative / Attacking Players
457,909198,Abdullah Al-Hamdan,Striker,Al Nassr FC,10.0,2.0,3.141935483870968,4.9709677419354845,18.2,1,Low-Performance Players
458,1367615,Warren Zaïre-Emery,Central Midfielder,Paris Saint-Germain,3.0,5.0,6.111428571428571,4.9557142857142855,18.15,2,Creative / Attacking Players
459,1031325,Martín Zubimendi,Central Midfielder,Arsenal,5.0,3.0,5.708571428571429,4.954285714285714,18.14,2,Creative / Attacking Players
460,837870,Jaminton Campaz,Left Winger,Rosario Central,3.0,5.0,6.102222222222223,4.951111111111112,18.13,2,Creative / Attacking Players
460,1249993,Abbosbek Fayzullayev,Right Winger,Başakşehir,5.0,4.0,5.303030303030303,4.951515151515151,18.13,2,Creative / Attacking Players
462,914458,Aurélien Tchouaméni,Central Midfielder,Real Madrid,2.0,5.0,6.698461538461539,4.94923076923077,18.12,3,Goal-Oriented Players
463,643635,Amir Murillo,Right Back,Beşiktaş,4.0,5.0,5.467796610169492,4.933898305084746,18.07,3,Goal-Oriented Players
463,1473580,Aleksandar Pavlovic,Defensive Midfielder,Bayern München,4.0,3.0,6.273015873015873,4.936507936507937,18.07,3,Goal-Oriented Players
465,848314,Mehdi Ghayedi,Striker,Al-Nasr SC,6.0,4.0,4.665517241379311,4.932758620689655,18.06,2,Creative / Attacking Players
466,862538,Roger Ibañez,Center Back,Al Ahli,4.0,2.0,6.660714285714286,4.930357142857143,18.05,3,Goal-Oriented Players
467,955271,Thiago Almada,Left Midfielder,Atletico Madrid,5.0,4.0,5.24927536231884,4.92463768115942,18.03,2,Creative / Attacking Players
468,616179,Aubrey Modiba,Left Back,Mamelodi Sundowns FC,1.0,7.0,6.43157894736842,4.91578947368421,18.0,2,Creative / Attacking Players
469,359188,Fabinho,Defensive Midfielder,Al Ittihad,3.0,4.0,6.426785714285714,4.913392857142857,17.99,3,Goal-Oriented Players
470,179410,Idrissa Gueye,Defensive Midfielder,Everton,3.0,5.0,6.016326530612245,4.908163265306122,17.97,2,Creative / Attacking Players
471,740944,Leo Østigard,Center Back,Genoa,6.0,1.0,5.797872340425532,4.898936170212767,17.94,3,Goal-Oriented Players
472,921919,Sebastian Tounekti,Left Winger,Celtic,6.0,3.0,4.994117647058824,4.897058823529411,17.93,3,Goal-Oriented Players
473,921174,Luis Romo,Center Back,Chivas,2.0,4.0,6.9840909090909085,4.892045454545454,17.91,3,Goal-Oriented Players
474,1565865,Lachlan Bayliss,Attacking Midfielder,Auckland FC,5.0,3.0,5.568421052631578,4.884210526315789,17.88,2,Creative / Attacking Players
475,439369,Ryan Christie,Defensive Midfielder,AFC Bournemouth,5.0,1.0,6.3625,4.8812500000000005,17.87,2,Creative / Attacking Players
476,952322,Brenden Aaronson,Right Winger,Leeds United,4.0,5.0,5.3517241379310345,4.875862068965517,17.85,2,Creative / Attacking Players
477,892709,Dennis Eckert,Attacking Midfielder,Standard Liege,7.0,0.0,5.546341463414635,4.873170731707317,17.84,3,Goal-Oriented Players
478,1227012,Simon Adingra,Left Winger,Sunderland,7.0,4.0,3.9127272727272726,4.856363636363636,17.78,2,Creative / Attacking Players
479,1451566,Kamogelo Sebelebele,Right Back,Orlando Pirates,6.0,1.0,5.702564102564103,4.851282051282051,17.76,2,Creative / Attacking Players
480,942372,Álex Baena,Left Winger,Atletico Madrid,3.0,5.0,5.897058823529412,4.848529411764706,17.75,2,Creative / Attacking Players
480,557325,Stefan Posch,Center Back,Como,6.0,2.0,5.294444444444444,4.847222222222222,17.75,3,Goal-Oriented Players
482,623698,In-Beom Hwang,Defensive Midfielder,Feyenoord,2.0,6.0,6.08,4.84,17.72,2,Creative / Attacking Players
483,1023943,Jacob Shaffelburg,Left Winger,Los Angeles FC,3.0,5.0,5.872972972972973,4.836486486486487,17.71,2,Creative / Attacking Players
484,729506,Richie Laryea,Left Back,Toronto FC,3.0,2.0,7.062162162162163,4.831081081081082,17.69,2,Creative / Attacking Players
485,517346,Nico Elvedi,Center Back,Borussia Mönchengladbach,3.0,2.0,7.0584905660377375,4.829245283018869,17.68,3,Goal-Oriented Players
486,1070712,Josko Gvardiol,Center Back,Manchester City,3.0,4.0,6.252631578947367,4.826315789473683,17.67,3,Goal-Oriented Players
487,1107283,Ji-Sung Eom,Left Winger,Swansea City,4.0,3.0,6.036065573770491,4.8180327868852455,17.64,2,Creative / Attacking Players
488,1178324,Jaouen Hadjam,Left Back,Young Boys,3.0,4.0,6.229545454545456,4.814772727272728,17.63,3,Goal-Oriented Players
489,421328,Awer Mabil,Right Winger,Castellon,4.0,6.0,4.817021276595744,4.808510638297872,17.61,2,Creative / Attacking Players
490,1288907,Yacine Titraoui,Defensive Midfielder,Sporting Charleroi,5.0,3.0,5.40566037735849,4.802830188679245,17.59,2,Creative / Attacking Players
491,192735,Aziz Behich,Left Back,Melbourne City FC,3.0,3.0,6.604761904761904,4.802380952380952,17.58,2,Creative / Attacking Players
492,867225,Zeki Çelik,Right Wing-Back,Juventus,2.0,5.0,6.39375,4.796875,17.56,2,Creative / Attacking Players
493,96488,Kosta Barbarouses,Striker,Western Sydney Wanderers FC,6.0,1.0,5.579411764705882,4.7897058823529415,17.54,2,Creative / Attacking Players
494,1328540,Oumar Diakité,Striker,Reims,8.0,1.0,4.353488372093023,4.776744186046511,17.49,3,Goal-Oriented Players
495,470834,Nélson Semedo,Right Back,Fenerbahçe,1.0,5.0,6.929411764705882,4.76470588235294,17.45,2,Creative / Attacking Players
496,768635,Lyndon Dykes,Striker,Charlton Athletic,6.0,4.0,4.316393442622951,4.758196721311475,17.42,3,Goal-Oriented Players
496,875845,Kevin Felida,Central Midfielder,FC Den Bosch,4.0,3.0,5.917647058823529,4.758823529411764,17.42,2,Creative / Attacking Players
498,1413996,Luka Vuskovic,Center Back,Brighton & Hove Albion,7.0,0.0,5.307843137254902,4.753921568627451,17.41,3,Goal-Oriented Players
499,469700,Jonathan Tah,Center Back,Bayern München,4.0,2.0,6.299999999999998,4.749999999999999,17.39,3,Goal-Oriented Players
500,919848,Gustaf Lagerbielke,Center Back,Braga,5.0,1.0,6.040909090909091,4.720454545454546,17.28,3,Goal-Oriented Players
501,630228,Fredrik André Bjørkan,Left Back,Bodø/Glimt,4.0,4.0,5.422807017543859,4.711403508771929,17.25,2,Creative / Attacking Players
502,807729,Reece James,Right Back,Chelsea,2.0,7.0,5.414516129032258,4.707258064516129,17.24,3,Goal-Oriented Players
503,620027,Xaver Schlager,Central Midfielder,,3.0,3.0,6.40909090909091,4.704545454545455,17.23,2,Creative / Attacking Players
504,1023887,Tsuyoshi Watanabe,Center Back,Feyenoord,5.0,0.0,6.40377358490566,4.701886792452831,17.22,3,Goal-Oriented Players
505,727101,Cristian Martínez,Defensive Midfielder,Slovan Bratislava,4.0,1.0,6.581818181818181,4.6909090909090905,17.18,2,Creative / Attacking Players
505,759817,Miro Muheim,Left Midfielder,Hamburger SV,0.0,8.0,6.182978723404256,4.6914893617021285,17.18,2,Creative / Attacking Players
507,1558461,Findlay Curtis,Left Winger,Rangers,9.0,2.0,3.1737704918032787,4.68688524590164,17.16,1,Low-Performance Players
508,1107620,Jarell Quansah,Center Back,Bayer Leverkusen,6.0,0.0,5.755737704918033,4.677868852459016,17.13,3,Goal-Oriented Players
509,198559,Marten de Roon,Defensive Midfielder,Atalanta,2.0,5.0,6.148333333333334,4.674166666666667,17.11,3,Goal-Oriented Players
510,1134871,Maxim De Cuyper,Left Back,Brighton & Hove Albion,4.0,5.0,4.933928571428572,4.666964285714286,17.09,3,Goal-Oriented Players
510,1329461,Danley Jean Jacques,Central Midfielder,Philadelphia Union,4.0,1.0,6.532608695652174,4.666304347826087,17.09,2,Creative / Attacking Players
512,889093,Jacob Italiano,Attacking Midfielder,Grazer AK,4.0,0.0,6.925,4.6625,17.07,2,Creative / Attacking Players
513,620026,Hwang Hee-Chan,Striker,Wolverhampton Wanderers,5.0,4.0,4.720754716981132,4.660377358490566,17.06,2,Creative / Attacking Players
514,848600,Abdulelah Al Amri,Center Back,Al Nassr FC,5.0,2.0,5.498333333333333,4.649166666666667,17.02,3,Goal-Oriented Players
515,1478238,Ali Jasim,Left Winger,Como,4.0,2.0,6.068292682926829,4.634146341463415,16.97,2,Creative / Attacking Players
516,174321,Nicolás Otamendi,Center Back,River Plate,4.0,1.0,6.465217391304346,4.6326086956521735,16.96,3,Goal-Oriented Players
516,1137407,Malick Thiaw,Center Back,Newcastle United,5.0,1.0,5.861428571428571,4.630714285714286,16.96,3,Goal-Oriented Players
518,889536,Timothy Weah,Right Wing-Back,Marseille,3.0,4.0,5.859999999999999,4.63,16.95,2,Creative / Attacking Players
519,950485,Maxence Lacroix,Center Back,Crystal Palace,3.0,3.0,6.238571428571428,4.619285714285715,16.91,3,Goal-Oriented Players
520,734637,Pedro Miguel,Center Back,Al-Sadd,3.0,4.0,5.8175,4.60875,16.87,3,Goal-Oriented Players
521,604126,Giovani Lo Celso,Attacking Midfielder,Real Betis,5.0,3.0,5.011538461538461,4.60576923076923,16.86,2,Creative / Attacking Players
522,798029,Ladislav Krejcí,Center Back,Wolverhampton Wanderers,5.0,1.0,5.793877551020408,4.596938775510204,16.83,3,Goal-Oriented Players
522,1209597,Marko Stamenic,Defensive Midfielder,Swansea City,3.0,3.0,6.192452830188679,4.596226415094339,16.83,3,Goal-Oriented Players
524,1274060,Neil El Aynaoui,Defensive Midfielder,Roma,4.0,2.0,5.988059701492538,4.594029850746269,16.82,2,Creative / Attacking Players
524,526710,Yoel Bárcenas,Central Midfielder,Mazatlan FC,4.0,1.0,6.385714285714287,4.592857142857143,16.82,2,Creative / Attacking Players
526,1087966,Evann Guessand,Right Winger,Aston Villa,7.0,2.0,4.183333333333334,4.591666666666667,16.81,3,Goal-Oriented Players
526,806551,Michal Sadílek,Defensive Midfielder,Slavia Prague,3.0,5.0,5.383636363636363,4.591818181818182,16.81,2,Creative / Attacking Players
528,710159,Ezri Konsa,Center Back,Aston Villa,4.0,1.0,6.368571428571429,4.5842857142857145,16.79,3,Goal-Oriented Players
529,1016132,Manu Koné,Defensive Midfielder,Roma,2.0,4.0,6.367796610169491,4.5838983050847455,16.78,3,Goal-Oriented Players
530,848102,Seung-Ho Paik,Defensive Midfielder,Birmingham City,4.0,1.0,6.346551724137932,4.573275862068966,16.74,3,Goal-Oriented Players
531,1386482,Jun-Ho Bae,Attacking Midfielder,Stoke City,4.0,3.0,5.525000000000001,4.5625,16.71,2,Creative / Attacking Players
531,647900,Mattias Svanberg,Defensive Midfielder,Wolfsburg,6.0,3.0,4.329268292682927,4.564634146341463,16.71,2,Creative / Attacking Players
531,1250885,Nishan Velupillay,Right Winger,Melbourne Victory,4.0,2.0,5.926666666666667,4.5633333333333335,16.71,3,Goal-Oriented Players
534,725655,Nikola Katic,Center Back,Schalke 04,3.0,2.0,6.519512195121951,4.559756097560976,16.7,3,Goal-Oriented Players
535,616170,Martin Erlic,Center Back,FC Midtjylland,7.0,1.0,4.510169491525424,4.555084745762712,16.68,3,Goal-Oriented Players
536,712132,Mortadha Ben Ouanes,Left Winger,Kasımpaşa,2.0,6.0,5.486046511627907,4.543023255813954,16.63,2,Creative / Attacking Players
537,658554,Dayot Upamecano,Center Back,Bayern München,2.0,4.0,6.265714285714285,4.532857142857143,16.6,3,Goal-Oriented Players
538,324305,Tim Payne,Right Back,Olimpia,0.0,7.0,6.262962962962963,4.531481481481482,16.59,2,Creative / Attacking Players
538,1478281,Alexandr Sojka,Left Midfielder,Viktoria Plzen,4.0,3.0,5.463636363636362,4.531818181818181,16.59,3,Goal-Oriented Players
538,1180735,Arjany Martha,Right Winger,Rotherham United,4.0,3.0,5.464406779661017,4.532203389830508,16.59,2,Creative / Attacking Players
541,1384425,Hossam Abdelmaguid,Center Back,Zamalek SC,6.0,0.0,5.444827586206896,4.522413793103448,16.56,3,Goal-Oriented Players
541,264096,Ahmed Alaa,Striker,Al-Rayyan,6.0,2.0,4.644444444444444,4.522222222222222,16.56,2,Creative / Attacking Players
541,1524518,Hélio Varela,Left Winger,Maccabi Tel Aviv,4.0,3.0,5.447169811320754,4.5235849056603765,16.56,2,Creative / Attacking Players
544,1593857,Ibrahim Mbaye,Right Winger,Paris Saint-Germain,6.0,3.0,4.201587301587302,4.500793650793651,16.48,2,Creative / Attacking Players
