player_id,player_name,is_captain,gender,birth_date,team_id,team_name,on_loan,position,position_key,height,height_unit,weight,weight_unit,nationality,rating,goals,assists,market_value,contract_end,injury,injury_expected_return,goal_assist_total,goal_assist_ratio,performance_score
1050160,Sontje Hansen,False,male,2002-05-18 00:00:00+00:00,8549,Middlesbrough,False,Right Winger,rightwinger,172,cm,65,kg,Curacao,2.4928571428571433,2.0,0.0,,2029-06-30 00:00:00+00:00,,,2.0,,1.8464285714285715
1125997,Shurandy Sambo,False,male,2001-08-19 00:00:00+00:00,8191,Burnley,False,Right Back,rightback,174,cm,70,kg,Curacao,4.982222222222222,0.0,1.0,,2028-06-30 00:00:00+00:00,,,1.0,0.0,2.6911111111111112
1180735,Arjany Martha,False,male,2003-09-04 00:00:00+00:00,8119,Rotherham United,False,Right Winger,rightwinger,180,cm,73,kg,Curacao,5.464406779661017,4.0,3.0,,,,,7.0,1.3333333333333333,4.532203389830508
1180784,Jearl Margaritha,False,male,2000-04-10 00:00:00+00:00,8475,SK Beveren,False,Left Winger,leftwinger,181,cm,73,kg,Curaçao,6.4234042553191495,7.0,14.0,,2028-06-30 00:00:00+00:00,,,21.0,0.5,8.111702127659575
1210947,Jeremy Antonisse,False,male,2002-03-29 00:00:00+00:00,488099,Kifisia FC,False,Left Winger,leftwinger,180,cm,75,kg,Curacao,6.236363636363637,1.0,3.0,,,,,4.0,0.3333333333333333,4.0181818181818185
1240833,Tyrick Bodak,False,male,2002-05-15 00:00:00+00:00,6414,Telstar,False,keeper,,190,cm,83,kg,Curacao,0.0,0.0,0.0,,,,,0.0,,0.0
1243246,Livano Comenencia,False,male,2004-02-03 00:00:00+00:00,10243,FC Zürich,False,Central Midfielder,centermidfielder,191,cm,83,kg,Curacao,5.968421052631579,2.0,0.0,,2029-06-30 00:00:00+00:00,,,2.0,,3.5842105263157897
1335315,Deveron Fonville,False,male,2003-05-16 00:00:00+00:00,8464,NEC Nijmegen,False,Center Back,centerback,178,cm,77,kg,Curacao,5.776744186046511,0.0,4.0,,2029-06-30 00:00:00+00:00,,,4.0,0.0,3.688372093023256
1439121,Tyrese Noslin,False,male,2002-09-11 00:00:00+00:00,8283,Barnsley,False,Right Wing-Back,right_wing_back,182,cm,73,kg,Curacao,6.092156862745098,4.0,4.0,974002.0,2029-06-30 00:00:00+00:00,,,8.0,1.0,5.046078431372549
150242,Eloy Room,False,male,1989-02-06 00:00:00+00:00,721896,Miami FC,False,Keeper,keeper_long,189,cm,79,kg,Curacao,6.7807692307692315,0.0,0.0,,2026-11-30 00:00:00+00:00,,,0.0,,3.3903846153846158
183500,Leandro Bacuna,False,male,1991-08-21 00:00:00+00:00,1281818,Igdir FK,False,Central Midfielder,centermidfielder,187,cm,77,kg,Curacao,6.501999999999999,10.0,5.0,,2027-06-30 00:00:00+00:00,,,15.0,2.0,7.2509999999999994
289441,Jürgen Locadia,False,male,1993-11-07 00:00:00+00:00,721896,Miami FC,False,Striker,striker,185,cm,79,kg,Curacao,6.7,7.0,3.0,,2026-11-30 00:00:00+00:00,,,10.0,2.3333333333333335,6.050000000000001
352358,Brandley Kuwas,False,male,1992-09-19 00:00:00+00:00,6601,FC Volendam,False,Striker,striker,178,cm,65,kg,Curacao,6.03720930232558,7.0,5.0,,,,,12.0,1.4,6.118604651162791
380942,Gervane Kastaneer,False,male,1996-06-09 00:00:00+00:00,165229,Terengganu,False,Striker,striker,176,cm,80,kg,Curacao,1.8652173913043477,4.0,2.0,,2027-05-31 00:00:00+00:00,,,6.0,2.0,2.532608695652174
389845,Joshua Brenet,False,male,1994-03-20 00:00:00+00:00,10182,Kayserispor,False,Right Back,rightback,181,cm,74,kg,Curacao,5.302631578947369,0.0,3.0,,2027-06-30 00:00:00+00:00,,,3.0,0.0,3.2513157894736846
467479,Riechedly Bazoer,False,male,1996-10-12 00:00:00+00:00,,,,Center Back,centerback,184,cm,74,kg,Curaçao,2.7474999999999996,0.0,0.0,,,,,0.0,,1.3737499999999998
614574,Juninho Bacuna,False,male,1997-08-07 00:00:00+00:00,4081,Gaziantep FK,False,Defensive Midfielder,centerdefensivemidfielder,178,cm,74,kg,Curacao,4.585106382978723,2.0,5.0,,2027-06-30 00:00:00+00:00,,,7.0,0.4,3.8925531914893616
643232,Kenji Gorré,False,male,1994-09-29 00:00:00+00:00,10185,Maccabi Haifa,False,Left Winger,leftwinger,174,cm,71,kg,Curaçao,5.886486486486485,6.0,7.0,,2027-06-30 00:00:00+00:00,,,13.0,0.8571428571428571,6.1432432432432424
671327,Sherel Floranus,False,male,1998-08-23 00:00:00+00:00,6413,PEC Zwolle,False,Left Back,leftback,181,cm,74,kg,Curacao,6.706666666666665,1.0,4.0,,2027-06-30 00:00:00+00:00,,,5.0,0.25,4.453333333333332
708738,Juriën Gaari,False,male,1993-12-23 00:00:00+00:00,150414,Abha,False,Center Back,centerback,183,cm,75,kg,Curaçao,4.404651162790698,0.0,0.0,,,,,0.0,,2.202325581395349
